original_post,label,image_id,post_id
【“高科技卖淫”】车载伪基站，定点发送招嫖信息，然后再根据要求，由黑车司机接送卖淫女上门服务…上海警方近期开展行动，打击利用互联网或手机，组织介绍卖淫的违法犯罪活动，破获了这起首例利用“伪基站”组织卖淫的案件：O上海破获首例利用车载伪基站介绍卖淫案,0,6e05a6dagw1evwh8gzxnpj20hs0tx798,3885261744112290
网友爆料：内环高架上惊现写有“高价回收xxx”的人力三轮车！图by,0,6e05a6dajw1evsk0iz7vtj20hs0nqjtd,3884031995521665
【胜利日大阅兵】朝鲜劳动党中央政治局委员崔龙海西装入场，与习近平主席夫妇握手，视频：O网页链接 换了西装，更像范老师了,0,6e05a6dagw1evp0leyo2ej20aj0fa753,3882922446368759
【网曝4号线曹杨路站自动扶梯疑发生夹人事件】今天早上多位网友爆料，地铁4号线曹杨路地铁站自动扶梯发生故障，现场较为混乱。据目击者说一中年妇女躺在地上，表情痛苦，另一个男子疑似脚被夹到。稍早前4号线早高峰因车门故障，中山公园往上海火车站方向列车限速运行，沿线各站点客流积压严重。,0,6e05a6dagw1evmpp812h3j20bm0f4jtk,3882200779022094
【投诉无门 “霸船”维权】因台风天鹅的影响，海洋量子号邮轮的日本游变脸韩国游。今天上午，邮轮九天八夜的旅程结束，船靠了，但仍有300多人不满意补偿方案，一度拒绝下船：O海洋量子号返程靠岸 300余人一度拒绝下船 市旅游局表示，“霸船”已属违法行为，消费者应理性维权。邮轮运营方也强调，给游客的是补偿，并非赔偿。,0,6e05a6dagw1evm2mz7ekjj20hs13rqac,3881999871599009
8 月 19 日凌晨 2 时 5 分，32 岁男子张某因上腹疼痛到昆明市第一人民医院星耀医院就诊。医院监控显示，张某自行取药后于 2 时 18 分在导医台倒水后服药，23 秒后突然倒地，经抢救无效死亡。家属认为死者是因在医院服药后导致，提出赔偿，家属围堵医院大门。医院约 30 名医生在院外路边支起帐篷坐诊。,0,6775674ajw1eviadubr3xj20m80frn1l,3880814452027372
【一家之言】永昌的事，到今天为止，很多言论“亮瞎三观”。于理，穷，绝不能为违法背书，更何况偷的不是果腹之物；于情，没有惩戒，妄谈宽容。未成年人有错，家长就是第一责任人，家教的问题推向社会，为何？官方通报里，超市并没有传闻中的举动，那么，这打在超市身上的棒子又是为何？,0,6e05a6dagw1ezn914bdt5j20hs0vkgqy,3927517503409004
【视频为证：这就是一场抗议】俄勒冈一对农场主父子因在自家地里焚烧植物被以纵火罪判处5年监禁，引发当地农场主抗议游行，部分持枪者还占据了一动物保护区大楼，要求当局释放两人。之前多家媒体报道这里发生了反政府武装暴动， 但占领者称“我们不是在造反”，“而是捍卫宪法。O现场：美国俄勒冈州民兵示威 占领动物保护区政府大楼,0,6e05a6dagw1ezn9avjj5gj20by06zaao,3927509118326086
【发布会回应天津滨海新区海河闸岸现大面积死鱼】8月20日下午，天津滨海新区海河闸岸边出现大面积死鱼，这里距离天津港爆炸中心约6公里。下午的发布会上回应死鱼的原因有很多，已派人到现场核查死鱼地点，对水质和死鱼本身检测和检查，进一步核实死鱼原因，有结果马上通报。O不眠夜! 天津港口剧烈爆炸已致17死4消防员牺牲,0,6e05a6dagw1ev97bo5g5jj20bt07zgn3,3877965814981647
【四川台女主持人佟瑶在杭州酒后方便溺亡】据 昨天深夜，一年轻女子酒后;方便;，失足跌入杭州横河港溺亡。现场围观群众说，这名女子是四川一家电视台的主持人。今日上午，记者联系上佟瑶的丈夫姚尧，他称自己也是今日凌晨突然得知妻子出事的消息，两人还有一个2岁多的儿女儿。,0,6e05a6dagw1ev90vqjxfdj20c609fwfk,3877910999977696
【上海爷叔被曝买到注胶虾 剖开虾肉现明胶】微博网友 ：有上海爷叔买到了注胶虾，据网友解释，为什么会出现注胶虾呢？这是因为，冷冻虾解冻以后，一定会变得瘦小干瘪，分量也会减轻。所以商贩会选择往虾头和腹部注射明胶，既可以增加虾等分量，还可以让冻虾卖相更好！O网页链接,0,6e05a6dagw1ev7p88rz79j208e0admxm,3877494748898412
【国家级核生化应急救援队出动】北京军区214名官兵组成的国家级核生化应急救援队，于11时从北京出发，摩托化急行军赶赴爆炸现场，到达后配合当地立即开展救援。目前天津滨海新区军事部所属武装部的3台野战指挥车也全部赶到现场，从不同方位提供火情视频情报。滚动直播：O不眠夜! 天津港口剧烈爆炸已致17死4消防员牺牲,0,6e05a6dagw1ev12q17bvej20ml0eyaew,3875418077293492
【北京三里屯优衣库门口一男子持刀砍倒一女子，“双方为小贩”】今天中午，三里屯优衣库门口一男子持刀将一女子砍倒。据目击者介绍，女的已经死亡，被警方抬走。据了解双方为小贩，疑因抢占地盘起冲突。目前现场正在清洗血迹。现场视频：O网页链接,0,6e05a6dagw1ev0y0vhyxaj20c30fqdij,3875377414397234
【房子真的卖疯了？】这轮房价疯涨背后，有多少个“看不懂”，估计只有购房者感受过：中介组织看房，造成房子难买到的假象，随后房东现场跳价；网络中介号称佣金只收0.5，磨刀霍霍在后头；还有中介为了中介费，鼓动上家跳价…没错，去库存是中央的经济方针，但更要警惕这背后的群魔乱舞，搅乱市场。,0,6e05a6dagw1ezmjcotf4ij20hs0vk0xs,3927288112461186
【新任陆军司令和“尖刀英雄连”】新任陆军司令员李作成上将，原职成都军区司令，生于1953年10月，曾是全国知名的战斗英雄。1979年对越自卫还击战时，率领全连官兵与敌血战26个日夜，被中央军委命名为“尖刀英雄连”：O网页链接,0,6e05a6dagw1ezkd8vr6m6j20fa0a8myi,3926604067683508
【水管爆裂 地面拱起】今天早上6时45分左右，浦东东方路浦电路口自来水管突然爆裂，路面积水严重。该路口路面有裂缝、多处拱起，自来水管爆裂后水从多处裂缝涌出，预计会对周边居民用水造成一定影响，目前抢修仍在进行： O上海东方路浦电路口水管爆裂 路面汪洋一片交通临时改道,0,6e05a6dajw1euv661umunj20c8093myg,3873567735387761
【网友爆料】 微博爆料西藏北路虬江路口几日前出现一个小坑洞，且洞口直径在不断扩大，网友担心这是路面塌陷的前兆，存在较大的安全隐患，提请有关部门注意。,0,6e05a6dagw1eusovoketaj20cb0fjwh4,3872789964182625
【地铁站设置纳凉专区 这是城市文明的进步还是倒退？】昨日，杭州最高气温达到39度，地铁站成了市民纳凉的去处，但同时也对地铁流通造成了不便。面对络绎不绝的纳凉市民，杭州地铁乔司站工作人员在入口处不远的地方，用铁栏围出一块专门的纳凉区供市民避暑。 地铁都开纳凉专区了，这让宜家情何以堪？,0,6e05a6dagw1eus4x3tnj3j20mj0dbn0o,3872617587020930
【高尔夫球场雷击伤人】今天下午，位于宝山的美兰湖高尔夫俱乐部，有两名球场工作人员遭遇雷击受伤，紧急送往医院。事发时正在下暴雨，两名员工正在球场的练习场工作。现场有一根5米多长的避雷针，其防范区域在半径5米左右，而两名工作人员正处于避雷针防雷范围之外：O宝山：一高尔夫球场两名工作人员被雷击中 目前仍在抢救,0,6e05a6dajw1eurxgftnxcj20dw0iiabf,3872551556060678
【“造波池”的安全黑洞】8月1日晚上，一名13岁男孩在奉贤区体育中心造波池游泳时，不幸溺水身亡。相关部门进行安全检查时也发现，危险系数颇高的造波池，在儿童限高警戒，救生员配备等方面，至今尚未有针对性的安全管理办法：O网页链接,0,6e05a6dajw1eurhtaik0ij20hs0k6775,3872414934686884
【电瓶车闯红灯被玛莎拉蒂撞飞 车上两人均受重伤】今天上午，浦东花木路芳甸路路口发生一起交通事故，一辆白色玛莎拉蒂在路口将一辆电瓶车撞飞，车上两人均身受重伤。据目击者表示，玛莎拉蒂过路口时速50码左右，电瓶车有闯红灯嫌疑。事故具体原因交警正在进一步调查中。O网页链接,0,6e05a6dagw1euqyw8nhg1j20i207ygna,3872250157250192
【可怜的“陈大爷”】江西九江庐山区近日出现一名男子，白天多次进入当地一家果园，起初以为他是为了水果而来，事后发现，他是盯上了果园的看护人53岁的“陈大爷”…起初真以为这是段子，好么，现在当事人出来对着媒体讲述了连遭“强暴”的真相，采访视频：O网页链接,0,6e05a6dajw1euol6osl22j20hs13rdka,3871503977953221
【女子开双眼皮失败 跳楼自杀】5月23日，浦东芦潮港某小区发生一女子跳楼自杀身亡的案件，该女子认为自己割双眼皮失败而选择跳楼。据悉该女子姓刘，年仅29岁，湖南来沪，在上海一KTV上班。而上门给这名女子割双眼皮的医生安徽来沪，根本没有行医资质，也无从医经验，系非法行医。O网页链接,0,6e05a6dagw1eukki5j4jbj20gc0ae40e,3870244290764382
【大连小区内一男一女惨遭枪杀 警方悬赏10万缉凶】7月23日晚19时许，大连市中山区华乐小区7号楼发生一起持枪杀人案件，据目击者描述作案的中年男子并未蒙面，揪着女受害人的头发开了两枪，女方高喊两声救命无果。大连警方确认枪杀案属实，目前已发布通缉令，悬赏10万元通缉凶手。O网页链接,0,6e05a6dagw1eudx410hstj20gq0f376w,3868159692228106
【急寻一在西藏色季拉山的沪牌车主家人】网友 微博透露，有网友在西藏色季拉山目睹一起车祸，车辆损毁严重，车上人员生死未卜，现场遗留的一块车牌为沪D-Z2898，可能为上海至西藏的自驾游朋友，望知情者尽快与其家属联系。,0,6e05a6dagw1eucwf5jdtaj20c8096di5,3867840610481442
【整治违法运营专车】昨夜今晨，上海有关部门开展大规模网络“专车”非法客运专项整治行动。记者发现，优步和滴滴成为被查“重灾区”。而被查司机或将面临1万元罚款和暂扣驾驶证3-6个月的处罚。同时，市交通执法总队表示，将司机违法运营的相关信息，通知其所在单位：O网络专车非法运营整治今晚展开 优步滴滴成“重灾区”,0,6e05a6dajw1eu6pmgsfudj20dc18gjxk,3865900375951734
【传销害人】成都某小区的一位妇女，因为自己的儿子身陷传销组织，要求缴纳20万赎金，报案后却无法立案。焦急之下准备跳楼轻生。消防队员及时赶到，危急之中，从17楼的窗边飞身而下，瞬间将其推入屋内，避免了惨剧发生，视频：O网页链接,0,6e05a6dajw1eu2mfsnt4xj20k00ddq3j,3864619107928073
【突发路况】因配合南浦大桥紧急抢修，主桥面浦东往浦西方向占用2条车道，目前内环上南浦大桥排队到沪南。请过往车辆及时绕行，就近选择打浦路隧道、西藏南路隧道、复兴东路隧道越江。,0,73c01124gw1eu0yuurg43j21kw16o4bl,3864100956748244
范佩西、纳尼、卡卡，消息满天飞，下一个会是谁？不差钱的 什么时候出来说两句？,0,6e05a6dagw1ezhnwwitb9j20cf080aaf,3925755799228254
【墨尔本：60吨运往国内的乳制品被扣】英国每日邮报消息称，这60吨包括了婴儿配方奶粉和牛奶等乳制品，启运地址为中国，其中大部分是中国消费者“追捧”的A2、爱他美等奶粉。至于澳洲农业部为何突然扣留这批货物尚不得而知。此前，澳洲媒体曾报道，澳大利亚国内出现了婴幼儿配方奶粉短缺的情况。,0,6e05a6dagw1ezhn4r9elzj208i0bejs8,3925749096808190
【治地沟油 看“踢皮球”】号称“史上最严治理地沟油”的措施颁布了两年，而就在此期间，宝山区一个城中内，一处地沟油加工黑窝点，一直没有被取缔。对此，城管和食安部门均给出了“合理的理由”，解释为什么不归自己管，直到记者亮明身份。那么，阻击“地沟油”到底难在哪儿？O新闻透视：阻击“地沟油”难在哪儿？,0,6e05a6dajw1etr1amzvpnj20hs0k6415,3860988070020930
【外籍家政】上海首次突破“外国人不得从事家政服务”的限制，于昨天正式宣布，向外籍专家或人才开绿灯，他们在获得永久居留资格，或持有工作类居留许可之后，可以为聘雇的家政人员办理私人事务类居留许可：O网页链接,0,6e05a6dajw1etmz6gqlflj20hs0txn2x,3859714334562675
【突发】当地时间30日下午，一架印尼军方C130“大力神”运输机在棉兰市坠毁，由于直接摔在了一个住宅区内，已经至少造成30人死亡：O印尼一军机在苏门答腊岛居民区坠毁 至少造成30人死亡,0,6e05a6dajw1etm64cb26ej20m80cqtaa,3859462236683623
【当心！在银行买到的是“陷阱”】在银行内购买的理财产品，可能并不是银行销售的，上面也没有银行的章，但这些“陷阱”通过银行雇员推销给了客户，雇员抽取了回扣，而客户很可能血本无归，同时投诉无门，最近有市民在光大银行，就遇到了这样的事情：O新闻透视：在银行里买理财产品为何血本无归？,0,6e05a6dajw1etffx2rbc7j20dc18gtet,3857353046844091
【金山区澄清“表哥”传言】,0,6e05a6dagw1etdu78jbwjj20aj095dg6,3856849889886726
【正在直播：第18届上海电影节闭幕式红毯】第18届上海国际电影节于2015年6月13日至6月21日举行。该次电影节由成龙、范冰冰、郭富城、黎明、刘烨、彭于晏等400多位电影从业人员助阵。电影节闭幕式红毯正在举行：O新闻直播频道_突发新闻直播_视频直播在线观看_看看新闻网 移动端的用户可以通过看看新闻APP在手机同步收看。,0,6e05a6dagw1etbxbvea35j20ax0a6my6,3856250230511515
【鲸播报：沙特伊朗断交后 伊朗拟处死60名逊尼派人士】12日讯，据参考消息援引黎巴嫩《阿拉伯祖国报》报道，一位海湾人士称，伊朗政府准备处死60名在押的逊尼派神职人员和宗教学者。伊朗法院以“阴谋颠覆政权和从事反政权宣传”、“参加萨拉菲组织”、“反真主和使者”等罪名判处这些人死刑。,0,7061c249gw1ezwqv7t26bj20c80850t8,3930483199045446
【鲸播报：武钢股份监事会主席张翔涉受贿被拘 上任仅11天】昨天晚间，武钢股份监事会主席张翔被曝出因涉嫌受贿罪被刑事拘留，这离张翔上任仅过去11天。此前，，武钢原党委书记、董事长邓崎琳涉嫌受贿犯罪在8日被开除党籍。武钢集团称，目前公司生产经营正常、稳定。（每经网）落马比火箭都快···,0,7061c249gw1ezwpni1iclj2096064wei,3930473032430245
【12月25日周五新闻联播】深圳滑坡救援最新进展：扩大范围，昼夜不停组织救援。受灾群众得到妥善安置。,0,7061c249gw1ezc4kgce9zj20ft0bjq4n,3924020028070591
【12月25日周五新闻联播】山西：践行“三严三实”，切实转变作风。广东：重拳治理“为官不为”。,0,7061c249gw1ezc4dgn841j20fh090jst,3924018233577372
【选中66996车牌号却被追回 车管所称民警业务不熟】河南焦作两名车主选了66996和81888两个吉祥车牌号，却被车管所通知得收回，原因是民警业务不熟，在原挂牌车辆申请报废前，把牌号提前注销放进了号码库。目前车管所已电话致歉，涉事两民警已受调离、调岗处分，两个车牌已能正常使用。（中新网）,0,7061c249gw1ezbz5e6ak8j20c808agms,3923972851190076
郑州火车站周边又见“神翻译”，交通指示牌英文近半错误。,0,7061c249gw1ezaw82qb0vj20c80gimzn,3923633829316667
【鲸现场】利尔达智慧园区首次投资者见面会，称要玩转新鲜智能体验。利尔达财务总监徐家祥解读财务数据，看下中国物联网市场规模和物联网的应用、产业链数据，跑物联网的记者可跟踪其智慧楼宇系统和智能停车系统了。利尔达与阿里巴巴联合推出的商业数据应用解决方案，可助商家实现数据化门店升级。,0,7061c249gw1ezs668mdgij20qo0zkn0d,3929050785937455
创业板的昆仑万维花9300万美元收了全球最大的同性恋社交公司60%股权。市场上真没A股不敢做的事儿！小鲸唯一好奇的是卖方分析师咋做的调研,0,7061c249gw1ezvxhem92tj20ow0zkwjg,3930227585360853
【女学生郑州街头卖剪纸救尿毒症弟弟】河南周口12岁的李文帅患尿毒症，换肾成了他活下来的唯一希望。面对30万元医疗费，这个农村家庭陷入了绝望。19岁姐姐李婉君为筹些治病钱，在郑州大学第一附属医院照顾弟弟的间隙剪了很多剪纸，拿到街上售卖。有人路过了就买一幅吧！（CFP）,0,7061c249gw1ezr857nltlj20c80853za,3928752994643071
中国股民：夭寿啦！股市炸了！ 伊朗官方：抗议啦！使馆炸了！ 三胖：万岁啦！氢弹炸了！ 中国股民：夭寿啦!股市又炸了！,0,7061c249gw1ezqpz6yugij20bd0bdwfk,3928594772659918
【鲸播报：男子骂失明者“眼瞎”将对方“骂死”】6日讯，据江苏昆山法院称，该院近期审理了一起男子因小纠纷而将对方“骂死”的案件。2014年，王某与张某因排队争吵，双方对骂时互戳痛处（王某腿脚不便，张某失明），事态升级。期间张某因激动心脏病发，当日死亡。法院终决王某赔偿近4万元。（中新网）,0,7061c249gw1ezpxihjxstj2091064q2w,3928346885016925
【鲸科普】朝鲜近年来，屡次核试验均在中朝边境（丰溪里），距离最近的吉林省长白县均有明显震感。（图4 By 作家崔成浩）,0,7061c249gw1ezpmrpzembj20c808hmxh,3928253389145083
【鲸播报：四川男子丢钱包考验人性 27次21人归还】最近，成都小伙韩旭和队友小贤在成都街头做了个丢钱包的实验，想借此试探人性。27次实验中，21人当场归还，6人没还。小贤说，大部分人归还，和他设想的一致。一位律师认为，这是在探寻人性弱点，“钓鱼实验”并不提倡。（华西都市报）,0,7061c249gw1ezouxpzoezj20c806vq40,3928015115456557
【鲸快讯：天津市津南开发区运输液化气货车爆炸】5日14:10左右，天津市津南区双港镇津南开发区附近一运输液化气货车发生爆炸，据附近居民介绍至少有5次连续爆炸，目前消防已赶往现场救援，暂无人员伤亡。（央视）,0,7061c249gw1ezon40x2iyj20c8096403,3927943019017601
【1月4日周一新闻联播第三条新闻】习主席在2016年新年致辞中指出，“2015年，人民群众有了更多获得感”。回首刚刚过去的2015年，一个个实实在在的改革举措，精准对接民生冷暖，夯实了百姓“获得感”。,0,7061c249gw1eznoekaijqj20f809iabk,3927641562373687
经验证，九江发生地震信息不实，小鲸向大家道歉，请原谅！,0,7061c249gw1ezngr7l5s8j20fo065gnq,3927574256161273
小鲸今天上午的心情····,0,7061c249gw1eznbazkth5j20go046glv,3927526563093179
【鲸播报】4日讯，党报刊文，回应供给侧结构性改革七大问题，权威人士谈当前经济怎么看怎么干（人民日报） 全文如图：,0,7061c249gw1ezn6zh07w4j20c85lnqv5,3927489061744009
经蓝精灵提醒，小鲸搜索了事故电梯厂家信息，发现一直以来，该生产商生产的电梯、扶梯事故多发，已造成相当程度的伤亡,0,7061c249jw1ezm4d78honj20g60b1jtt,3927152729205419
【鲸播报：武汉地铁工地疑挖出天价乌木】3日讯，昨日10时，武汉轨道交通5号线四标段，在武昌和平大道四美新村门前地质勘探施工时，钻探到地下泥土层35.8米处，挖出疑似价值巨大的乌木树干。现场看到，11厘米粗的钻管带出了一段56厘米的黑木头，疑为阴沉木。目前该物已被警方带走。（楚天都市报）,0,7061c249jw1ezm3ngkbokj20c80gb404,3927146714009802
一眼苍穹，2015，北京有过多少蓝天？（中国天气网）,0,7061c249gw1ezliofqanjj20hi0bkmxw,3926964349760468
【鲸播报：惊喜or惊吓？俄特警持枪拦车向女友求婚】近日在俄罗斯，一位特警蒙面持仿真枪当街拦停一辆小车，并用枪指着车上一女子，让她下车接受搜查。正当女子惊慌失措时，这位特警从后备箱掏出花和戒指，跪地向女子求婚。女子当场落泪，接受了求婚。（国际在线）,0,7061c249gw1ezl0vc7socj20ck06kdg6,3926808921268965
【1月1日周五新闻联播头条新闻】陆军领导机构火箭军战略支援部队成立大会在京举行，习近平向中国人民解放军陆军火箭军战略支援部队授予军旗并致训词。,0,7061c249gw1ezk7cf1g23j20ga0c3gok,3926553353943754
【鲸播报】11日讯，多名网友爆料称，今日上午，南昌市部分出租车司机集体歇业，其中有人冒充客户，用某知名打车软件邀约一名专车司机来到指定地点后，众多出租车司机合力将这辆专车掀翻，其中有一人疑似受伤。目前警方称已介入调查。（澎湃）O秒拍视频,0,7061c249gw1ezvpqyfr0yj20c80gbabp,3930160192017577
【鲸播报：上海超跑飙车撞上出租车 事发时正网络直播开车】31日早上，几名网络主播在上海中山北路镇坪路驾超跑飙车时出车祸，当时正网络直播，包括GTR等超跑牵涉其中。据了解，事发时一辆出租车被撞，车内当时载有一名乘客，事故致司机脑震荡，乘客伤势严重，已上呼吸机。（新民网）,0,7061c249gw1ezj3q5bydkj20c80gbjtr,3926207063846527
【鲸播报：女子花千元得黑发秘方 竟是拔光白发】11日讯，郭女士在美发店购买了1780元的“白转黑”美发疗程，但每次去都要进行一个多小时的拔发治疗，最后再上药水。郭女士感觉所谓的“白转黑”只是将白发拔光，要求退尾款，美发店不肯，郭到消费者委员会投诉，最终拿到退款。（长沙晚报）智商费,0,7061c249gw1ezvm5ts2okj208406474b,3930128755138536
【鲸播报：四川省委经济工作会召开 省长魏宏缺席】29日出版的四川日报，头版刊发消息称：四川省委经济工作暨城市工作会议在成都举行。报道中，没有出现四川省委副书记、省长魏宏的名字。魏宏参加工作后一直在四川工作。曾两次发文谈作风建设，称只有把自己改造好了，才能影响他人。（,0,7061c249gw1ezgw1kx0lwj20c808yaan,3925512948327742
【12月29日周二新闻联播】由于市场担忧供过于求，国际油价28号再度大幅下跌3%以上，重要产油国沙特出现了创纪录的财政赤字，2015年该国财政赤字接近1000亿美元。,0,7061c249gw1ezgr738o6cj20ec09e0tu,3925470799730190
【鲸播报：加国罐装空气中国热卖 医学专家表示吸了没用】29日讯，原本是笑话的点子意外获得成功。加拿大一公司推出罐装新鲜空气，1罐129元在中国受追捧。来，干了这罐加拿大空气？广东呼吸疾病专家却严肃表示，这种罐装空气对健康并没太大用，有些人吸了感觉好更多是心理作用。（南方都市报）,0,7061c249gw1ezglb3f6tcj20c809sgmf,3925419613156570
【鲸播报：上海交警被拖死案肇事者判无期】29日讯，今天上午，备受关注的闵行交警茆盛泉被拖行致死一案在上海市第一中院公开宣判。被告人孙浩杰因犯故意伤害罪，一审被判处无期徒刑，剥夺政治权利终身。（新民网）,0,7061c249gw1ezgj7mr0fzj20fa0bgwfi,3925401208278756
【12月28日周一新闻联播】韩日就解决 “慰安妇”问题达成一致。,0,7061c249gw1ezfljrnem7j20g70bajtw,3925108311295794
【12月28日周一新闻联播】国家发改委今天依法对八家滚装货物国际海运企业达成并实施的价格垄断协议行为（串通投标）作出处罚，包括日本邮政、川崎汽船在内的8家企业被罚，合计4.07亿元。,0,7061c249gw1ezflaf955tj20fm0bi3zp,3925106113820514
【鲸播报：尼泊尔为答谢中国援助 免除中国公民签证费】28日讯，尼泊尔当局称，为了感谢中国的帮助，尤其是在该国燃料严重短缺期间的帮助，尼泊尔将免除中国公民的签证费。12月25日，中国领事服务网解除中国公民赴尼旅游安全提示。（参考消息）,0,7061c249gw1ezfh0twe1cj20b407egnb,3925068746428350
【9件危害安全的小事 以后别做了！】16岁男孩洗完头没吹干睡觉，醒来居然面瘫了！大夫提醒，天冷，睡前洗头不吹干、运动完出汗后没擦干，很容易着凉诱发面瘫。洗完头发不吹干就睡觉，在地铁里长时间戴着大音量耳机，骑电动车用“挡风被”……生活里很多容易被忽视的小事，都可能是健康的大敌！人民日报,0,624c6377gw1ez0iny8mwsj20c80c840b,3920381348379373
【培育创新土壤 激扬科学力量】在专家看来，大北农集团设立科技奖是一种志存高远的举措。它通过坚持创新发展，设立科技奖来推动我国农业创新和农业技术的进步。而且，大北农在此平台上，还开阔了科技创新的视野。未来，大北农科技奖也将持续为实现农业科技的创新梦贡献新的力量。O培育创新土壤 激扬科学力量——大北农科技奖助力现代农业发展,0,624c6377gw1ez075ckbnkj21kw11x4au,3920283243580477
【90后美女“粉刷匠”玩转墙绘月入万元】“粉刷匠、刮家的、女工头”性格开朗的她常常拿这些标签来调侃自己，“墙绘其实不是很适合女生，绘画用的丙烯颜料虽然相对环保，但是依然对呼吸道有损害，而且对皮肤也不好。”然而在玩笑的背后却是她对墙绘事业的默默的坚持。O90后美女“粉刷匠”玩转墙绘月入万元（组图）,0,624c6377gw1eyz20o50i9j20go0b440k,3919930669860095
【11月空气最好最差前10城市公布】环保部发布11月74个城市空气质量状况排行。空气质量较差后10位分别是沈阳、邢台、保定、石家庄、哈尔滨、长春、廊坊、唐山、济南和衡水；空气质量较好前10位是海口、厦门、舟山、福州、贵阳、惠州、丽水、南昌、昆明和深圳。你所在的城市上榜了吗？via：央视新闻,0,624c6377gw1eyyasgx1ulj20c8095myq,3919687316830948
【大爷大妈攻陷超市！】今天支付宝双12打折，可把大爷大妈忙坏了，早上7点多，杭州等地的超市外就排起了长队。7：30，第一批顾客涌进超市，在五折的诱惑下，大妈大爷热情高涨，8点不到，联华超市的许多商品就被抢光了。网友：看起来，大妈都变成了双十二攻略高手。,0,624c6377gw1eyx0xsxgbjj20hs0bun0v,3919286655432135
【“复旦医学院学生投毒案”罪犯林森浩被执行死刑】11日下午，上海市第二中级人民法院遵照最高人民法院院长签发的执行死刑命令，将罪犯林森浩执行死刑。2013年4月，复旦大学医学院发生一起投毒案件，致在校研究生黄洋死亡，经侦查确认投毒者系黄洋同寝室同学林森浩。O复旦投毒案凶手见亲人最后一面 反复说这九个字,0,624c6377gw1eyvu2atkc8j20fa0bw752,3918915228442341
【解密淘女郎：200元拍一套挣百万年薪，男友局限在三类人】来找模特干活的商家都开门见山，直接问价格，问档期，想拍什么样的风格，交流方式直接、简单，商家把自家衣服和网址发过来，模特可以帮忙找相应风格的摄影师、搭配师、化妆师等，这种配套服务可以较充分地满足商家需求。O解密淘女郎：200元拍一套挣百万年薪，男友局限在三类人,0,624c6377jw1eyvniutm63j20e508hwfn,3918862884054325
11日上午，复星国际（00656）及复星医药(02196)在港交所发布公告宣布停牌。O复星国际、复星医药在港交所发停牌公告,0,624c6377gw1eyvgoqt8iqj20hi0ggq4o,3918796626567964
【“霓凰郡主”在丹麦遭遇“三只手” 价值四百万首饰丢失】12月7日下午，刘涛在丹麦遭遇盗窃，并发微博艾特大使馆。刘涛在微博表示，她因工作前往哥本哈根，当地时间6日下午，所住酒店的保险箱及里面所有物品和行李箱不翼而飞，价值四百万元的首饰和手表及少量现金均被盗走。O刘涛丹麦工作遭窃发微博求助 价值四百万首饰丢失,0,624c6377gw1eyrcwgdok4j20h00isn0z,3917511479302858
【钞票缺角？小心是骗局】近日江苏王女士买芋头，连给两张10元小贩都说缺角不收，让给100元他找零，后又称没零钱还100元收10元残币，结果王女士发现100元被换成假钞。小贩被警方找到后承认，他收零钱时撕钱一角，以残币为由让顾客给100元，趁机以假换真！如何识假钞？戳图学↓↓（央视）,0,624c6377gw1eymt50xc2xj20c81rmwl2,3916084098748432
【A股再现奇闻：“扇贝没了”之后 33万吨矿石又丢了】近日，A股上市公司上海物贸称，57.25万吨铬矿仅剩余约24万吨，价值五亿人民币的33万吨铬矿不见了。上海物贸表示至今仍未报案。其实A股历史上不翼而飞的并不只是这些无辜的铬矿，有的公司丢过扇贝，有的公司丢过存款，有的公司丢过子公司...（央视）,0,624c6377gw1eymonnbjtjj20c806vt9i,3916051106567450
#成都商报2016战略发布会#成都商报总编辑陈海泉给大家分享的第一个思考——逆袭，办一张网络时代有阅读价值的报纸，继续做强我们的报纸。为什么要这么做？第一，我们有50余万订户，200万读者，这是我们没办法抛弃的衣食父母。第二，报纸也是未来事业的孵化器。第三，报纸也是我们新媒体用户的孵化器。,0,624c6377gw1ezs3tw51sij20c80960sw,3929028865590399
【NGO组织“血友之家”成为血友病吧新吧主】11日，专注血友病防治的NGO组织“血友之家”已经接受百度贴吧的邀请，成为血友病吧的新吧主，其将与7000多名血友病吧友一起共同运营管理。百度今日也宣布，百度贴吧所有病种类吧全面停止商业合作，只对权威公益组织开放。O百度：病种类贴吧全面停止商业合作,0,624c6377gw1ezwifkmlu7j20fy0eewev,3930409748587622
【沪港通前十大成交活跃股净买入现“两重天”】Wind数据显示，1月11日（昨日），港股通十大成交活跃股均现净买入；沪股通十大成交活跃股则仅有4只净买入，分别是贵州茅台（600519）、号百控股（600640）、恒瑞医药（600276）和凤凰传媒（601928）。（每经）,0,624c6377gw1ezweyb9dd8j20av09e41m,3930379474062953
【熊孩子铁轨放石子致动车受损 监护人将进行经济赔偿】就为了看看碎石被火车碾压后的样子，4名小学生竟通过铁路防护网排水沟钻入铁道线，将碎石放置在铁轨上，导致两列动车被迫紧急停车。其中一列动车车窗玻璃被弹起的碎石击中出现裂纹。他们的监护人将进行经济赔偿。详情：O熊孩子铁轨放石子 给家庭带来赔偿损失,0,624c6377gw1ezn7ijcwikj20dp0ietc2,3927500801774327
